Frame,Timestamp,Plant,Disease,Confidence,Source
11182,2026-02-03T14:54:38,Unknown,Tomato leaf late blight,0.5401,webcam
11183,2026-02-03T14:54:38,Unknown,Tomato leaf late blight,0.5227,webcam
11185,2026-02-03T14:54:39,Unknown,Tomato leaf late blight,0.5205,webcam
11187,2026-02-03T14:54:39,Unknown,Tomato leaf late blight,0.5574,webcam
11190,2026-02-03T14:54:39,Unknown,Tomato leaf late blight,0.5705,webcam
11191,2026-02-03T14:54:39,Unknown,Tomato leaf late blight,0.7083,webcam
11191,2026-02-03T14:54:39,Unknown,Tomato leaf late blight,0.5572,webcam
11192,2026-02-03T14:54:40,Unknown,Tomato leaf late blight,0.6330,webcam
11193,2026-02-03T14:54:40,Unknown,Tomato leaf late blight,0.5942,webcam
11194,2026-02-03T14:54:40,Unknown,Tomato leaf late blight,0.5287,webcam
11204,2026-02-03T14:54:41,Unknown,Tomato leaf late blight,0.7419,webcam
11204,2026-02-03T14:54:41,Unknown,Tomato leaf late blight,0.5706,webcam
11205,2026-02-03T14:54:41,Unknown,Tomato leaf late blight,0.6826,webcam
11205,2026-02-03T14:54:41,Unknown,Tomato leaf late blight,0.5303,webcam
11206,2026-02-03T14:54:41,Unknown,Tomato leaf late blight,0.6641,webcam
11207,2026-02-03T14:54:42,Unknown,Tomato leaf late blight,0.5912,webcam
11208,2026-02-03T14:54:42,Unknown,Tomato leaf late blight,0.5714,webcam
11209,2026-02-03T14:54:42,Unknown,Tomato leaf late blight,0.5714,webcam
11210,2026-02-03T14:54:42,Unknown,Tomato leaf late blight,0.6379,webcam
11211,2026-02-03T14:54:42,Unknown,Tomato leaf late blight,0.6777,webcam
11212,2026-02-03T14:54:42,Unknown,Tomato leaf late blight,0.6189,webcam
11213,2026-02-03T14:54:42,Unknown,Tomato leaf late blight,0.7071,webcam
11214,2026-02-03T14:54:42,Unknown,Tomato leaf late blight,0.7492,webcam
11215,2026-02-03T14:54:42,Unknown,Tomato leaf late blight,0.6656,webcam
11373,2026-02-03T14:55:02,Unknown,Tomato leaf late blight,0.5949,webcam
11390,2026-02-03T14:55:04,Unknown,Tomato leaf late blight,0.5003,webcam
11396,2026-02-03T14:55:05,Unknown,Tomato leaf late blight,0.7519,webcam
11397,2026-02-03T14:55:05,Unknown,Tomato leaf late blight,0.6918,webcam
11398,2026-02-03T14:55:05,Unknown,Tomato leaf late blight,0.7602,webcam
11424,2026-02-03T14:55:08,Unknown,Tomato leaf late blight,0.5652,webcam
11425,2026-02-03T14:55:09,Unknown,Tomato leaf late blight,0.5652,webcam
11426,2026-02-03T14:55:09,Unknown,Tomato leaf late blight,0.5779,webcam
11432,2026-02-03T14:55:10,Unknown,Tomato leaf late blight,0.5441,webcam
11433,2026-02-03T14:55:10,Unknown,Tomato leaf late blight,0.5441,webcam
11665,2026-02-03T14:55:38,Unknown,Tomato leaf late blight,0.6398,webcam
11670,2026-02-03T14:55:39,Unknown,Tomato leaf late blight,0.6493,webcam
11671,2026-02-03T14:55:39,Unknown,Tomato leaf late blight,0.6349,webcam
11672,2026-02-03T14:55:39,Unknown,Tomato leaf late blight,0.6009,webcam
11689,2026-02-03T14:55:41,Unknown,Tomato leaf late blight,0.5580,webcam
11691,2026-02-03T14:55:41,Unknown,Tomato leaf late blight,0.5515,webcam
11715,2026-02-03T14:55:44,Unknown,Tomato leaf late blight,0.5668,webcam
11716,2026-02-03T14:55:44,Unknown,Tomato leaf late blight,0.5753,webcam
11802,2026-02-03T14:55:55,Unknown,Tomato Early blight leaf,0.5085,webcam
11803,2026-02-03T14:55:55,Unknown,Tomato Early blight leaf,0.5238,webcam
12163,2026-02-03T14:56:40,Unknown,Tomato leaf late blight,0.5350,webcam
12405,2026-02-03T14:57:10,Unknown,Tomato leaf late blight,0.5008,webcam
12673,2026-02-03T14:57:44,Unknown,Tomato leaf late blight,0.5165,webcam
